Sample	int48	int3	int88	int37	int8	int42	int22	int73	int98	int25	int28	int34	int6	int85	int76	int95	int92	int20	int51	int33	int79	int41	int83	int93	int71	int13	int99	int23	int75	int86	int68	int17	int84	int30	int65	int57	int67	int54	int9	int7	int27	int39	int82	int38	int58	int100	int12	int47	int53	int10	int72	int97	int74	int49	int64	int5	int78	int36	int81	int11	int24	int21	int55	int62	int56	int46	int29	int1	int94	int50	int90	int63	int66	int35	int15	int31	int26	int4	int14	int40	int77	int89	int43	int91	int52	int69	int19	int87	int44	int61	int2	int70	int18	int60	int45	int32	int16	int80	int59	int96	discrete48	discrete3	discrete88	discrete37	discrete8	discrete42	discrete22	discrete73	discrete98	discrete25	discrete28	discrete34	discrete6	discrete85	discrete76	discrete95	discrete92	discrete20	discrete51	discrete33	discrete79	discrete41	discrete83	discrete93	discrete71	discrete13	discrete99	discrete23	discrete75	discrete86	discrete68	discrete17	discrete84	discrete30	discrete65	discrete57	discrete67	discrete54	discrete9	discrete7	discrete27	discrete39	discrete82	discrete38	discrete58	discrete100	discrete12	discrete47	discrete53	discrete10	discrete72	discrete97	discrete74	discrete49	discrete64	discrete5	discrete78	discrete36	discrete81	discrete11	discrete24	discrete21	discrete55	discrete62	discrete56	discrete46	discrete29	discrete1	discrete94	discrete50	discrete90	discrete63	discrete66	discrete35	discrete15	discrete31	discrete26	discrete4	discrete14	discrete40	discrete77	discrete89	discrete43	discrete91	discrete52	discrete69	discrete19	discrete87	discrete44	discrete61	discrete2	discrete70	discrete18	discrete60	discrete45	discrete32	discrete16	discrete80	discrete59	discrete96
s916	5	73	36	60	48	62	20	23	21	64	6	32	60	77	84	59	50	62	77	18	10	33	1	96	96	26	68	9	72	51	96	16	79	99	40	86	76	55	12	41	76	19	100	14	30	8	23	56	8	14	29	53	21	5	55	0	67	34	55	99	72	55	36	52	47	15	13	21	74	45	16	30	66	85	23	83	52	3	81	73	49	21	83	39	28	95	15	61	73	12	10	98	45	14	83	77	69	53	23	76	lukewarm	cold	hot	cold	hot	cold	cold	hot	lukewarm	warm	warm	lukewarm	lukewarm	hot	hot	lukewarm	lukewarm	hot	cold	warm	cold	cold	hot	cold	lukewarm	cold	warm	warm	lukewarm	warm	cold	cold	hot	hot	cold	lukewarm	warm	cold	hot	cold	warm	cold	lukewarm	warm	lukewarm	cold	lukewarm	hot	warm	cold	warm	lukewarm	warm	cold	hot	hot	lukewarm	lukewarm	lukewarm	lukewarm	lukewarm	lukewarm	lukewarm	lukewarm	hot	lukewarm	warm	hot	hot	lukewarm	lukewarm	warm	hot	hot	hot	warm	warm	hot	lukewarm	warm	lukewarm	warm	hot	lukewarm	lukewarm	lukewarm	hot	cold	warm	hot	hot	cold	lukewarm	cold	warm	cold	lukewarm	lukewarm	cold	cold
s917	68	96	98	22	49	79	98	99	77	45	10	65	77	17	96	43	34	67	87	54	35	13	24	87	69	1	15	55	4	54	91	87	94	61	73	26	44	76	45	45	29	28	38	2	57	67	32	55	85	30	33	35	80	41	14	45	11	64	96	60	97	53	27	65	5	79	51	100	31	5	51	58	48	49	90	90	52	54	73	66	84	100	86	72	81	92	63	5	86	50	21	22	71	25	0	24	45	80	100	64	warm	lukewarm	warm	hot	cold	warm	cold	lukewarm	cold	cold	lukewarm	warm	warm	hot	lukewarm	hot	cold	warm	lukewarm	cold	hot	warm	hot	hot	cold	hot	warm	lukewarm	warm	warm	cold	warm	lukewarm	cold	warm	hot	cold	hot	hot	cold	hot	warm	lukewarm	hot	hot	lukewarm	warm	hot	hot	hot	lukewarm	cold	hot	hot	warm	cold	cold	hot	cold	hot	cold	hot	hot	cold	hot	lukewarm	warm	warm	lukewarm	lukewarm	lukewarm	warm	hot	hot	warm	hot	hot	lukewarm	lukewarm	hot	hot	lukewarm	hot	hot	cold	warm	warm	cold	lukewarm	warm	warm	hot	warm	lukewarm	warm	hot	lukewarm	hot	lukewarm	cold
s918	49	81	67	40	100	27	55	14	89	100	37	28	47	65	93	56	61	50	21	67	50	63	81	83	36	55	52	17	59	6	41	2	23	65	63	37	47	16	36	33	67	74	38	68	30	90	75	22	20	16	23	74	11	84	90	76	77	3	81	5	58	17	59	25	29	36	77	28	89	38	88	71	95	87	56	55	53	16	28	9	35	24	30	47	4	64	54	81	98	43	20	91	57	85	62	58	15	13	2	73	hot	cold	hot	cold	cold	cold	warm	lukewarm	hot	warm	hot	lukewarm	hot	lukewarm	lukewarm	hot	lukewarm	hot	lukewarm	lukewarm	warm	lukewarm	lukewarm	cold	cold	lukewarm	cold	cold	cold	lukewarm	hot	warm	hot	hot	hot	hot	lukewarm	lukewarm	hot	hot	lukewarm	warm	hot	cold	cold	lukewarm	hot	warm	hot	hot	lukewarm	cold	warm	warm	cold	lukewarm	lukewarm	lukewarm	cold	cold	cold	lukewarm	warm	warm	lukewarm	hot	hot	hot	lukewarm	warm	lukewarm	cold	hot	warm	lukewarm	cold	hot	hot	lukewarm	cold	cold	warm	hot	warm	warm	cold	lukewarm	cold	warm	lukewarm	warm	hot	hot	cold	cold	hot	warm	warm	cold	cold
s919	93	27	77	9	15	76	73	11	18	19	62	25	29	68	31	88	72	63	42	48	83	66	5	98	83	55	21	72	5	7	44	17	60	88	96	10	55	60	100	46	30	80	29	96	95	19	71	80	66	96	29	99	73	31	83	86	54	72	10	96	81	19	97	35	69	56	69	68	84	37	56	68	99	24	51	44	51	89	44	94	29	38	67	79	40	98	83	51	39	72	7	16	34	96	69	61	12	92	62	52	warm	hot	cold	hot	cold	hot	lukewarm	lukewarm	warm	warm	hot	cold	warm	warm	cold	lukewarm	hot	lukewarm	warm	cold	lukewarm	hot	hot	hot	warm	warm	lukewarm	warm	cold	hot	hot	lukewarm	warm	hot	cold	cold	hot	warm	warm	hot	cold	hot	warm	warm	hot	hot	warm	hot	hot	hot	hot	cold	hot	warm	lukewarm	hot	lukewarm	cold	warm	warm	cold	lukewarm	warm	lukewarm	hot	hot	hot	warm	cold	cold	lukewarm	hot	warm	warm	warm	hot	lukewarm	hot	hot	cold	hot	cold	hot	hot	hot	lukewarm	lukewarm	lukewarm	cold	warm	cold	hot	cold	cold	lukewarm	hot	warm	hot	hot	warm
s920	70	19	0	9	10	27	85	29	90	88	11	13	37	75	8	37	40	46	4	70	2	40	70	41	85	4	85	61	30	57	42	15	9	42	48	32	60	7	63	40	69	98	46	49	26	60	64	11	17	19	10	69	11	45	51	94	56	56	19	42	90	84	20	29	26	49	57	59	42	58	19	97	2	74	58	20	45	70	42	35	84	51	30	74	85	37	79	41	81	76	3	2	20	90	28	71	10	12	12	57	cold	lukewarm	hot	warm	hot	lukewarm	cold	lukewarm	lukewarm	warm	hot	warm	hot	warm	warm	warm	hot	hot	lukewarm	cold	lukewarm	hot	lukewarm	warm	hot	warm	lukewarm	cold	lukewarm	warm	lukewarm	cold	cold	cold	cold	cold	lukewarm	cold	hot	warm	hot	lukewarm	hot	warm	hot	hot	cold	cold	warm	lukewarm	cold	lukewarm	warm	lukewarm	hot	cold	lukewarm	warm	lukewarm	lukewarm	lukewarm	cold	hot	hot	lukewarm	cold	hot	cold	cold	lukewarm	lukewarm	hot	lukewarm	cold	lukewarm	cold	hot	lukewarm	hot	warm	hot	lukewarm	lukewarm	cold	hot	warm	lukewarm	warm	lukewarm	warm	lukewarm	cold	warm	cold	lukewarm	warm	hot	hot	lukewarm	hot
s921	77	45	59	79	29	93	91	12	82	31	71	71	3	75	28	27	32	39	27	12	63	95	91	14	82	55	57	95	79	60	43	54	68	35	73	69	84	17	99	74	95	16	12	80	20	45	15	9	70	46	46	38	69	16	42	52	29	31	39	36	80	31	74	38	84	4	40	51	10	14	52	14	11	63	0	72	78	98	92	51	25	53	90	92	28	100	16	50	45	98	54	90	16	50	0	74	57	98	0	93	hot	lukewarm	hot	lukewarm	hot	cold	cold	lukewarm	hot	cold	hot	lukewarm	lukewarm	hot	warm	cold	cold	hot	hot	hot	warm	lukewarm	lukewarm	hot	lukewarm	lukewarm	cold	lukewarm	lukewarm	warm	hot	warm	hot	lukewarm	cold	hot	hot	cold	warm	hot	cold	lukewarm	warm	lukewarm	warm	warm	lukewarm	cold	hot	cold	warm	hot	lukewarm	hot	cold	hot	lukewarm	lukewarm	warm	warm	lukewarm	lukewarm	lukewarm	cold	lukewarm	cold	warm	cold	hot	lukewarm	lukewarm	cold	cold	hot	cold	cold	cold	cold	hot	cold	lukewarm	cold	cold	cold	cold	lukewarm	lukewarm	hot	warm	cold	warm	lukewarm	hot	hot	cold	hot	hot	hot	lukewarm	warm
s922	66	34	95	44	92	12	75	30	69	92	74	79	47	9	26	45	83	61	4	2	87	34	98	91	95	15	76	95	74	15	49	26	26	34	70	58	6	59	46	48	74	53	51	49	56	0	11	36	7	63	19	16	62	61	36	71	21	17	34	100	44	100	1	95	58	61	26	47	71	73	71	8	45	42	19	72	70	20	24	4	41	26	36	37	47	42	3	76	89	92	71	27	96	93	37	18	55	83	40	19	cold	hot	warm	hot	cold	cold	warm	lukewarm	warm	lukewarm	warm	hot	hot	warm	lukewarm	warm	cold	warm	cold	lukewarm	cold	hot	hot	cold	cold	cold	cold	lukewarm	warm	hot	warm	warm	lukewarm	warm	hot	cold	warm	warm	warm	cold	cold	cold	cold	lukewarm	lukewarm	hot	cold	warm	warm	cold	cold	cold	cold	lukewarm	warm	hot	hot	lukewarm	lukewarm	cold	lukewarm	warm	cold	lukewarm	hot	hot	lukewarm	warm	cold	hot	lukewarm	cold	hot	lukewarm	lukewarm	cold	lukewarm	cold	lukewarm	warm	hot	warm	cold	lukewarm	lukewarm	warm	warm	hot	warm	cold	hot	cold	warm	cold	lukewarm	lukewarm	lukewarm	cold	hot	cold
s923	85	10	39	62	94	43	56	27	36	27	68	71	46	0	58	51	87	32	42	66	82	12	80	67	60	100	59	65	45	22	25	88	31	64	23	96	29	50	58	36	8	10	63	36	97	21	45	81	82	21	28	90	65	1	52	90	13	83	72	3	20	100	15	95	32	60	85	35	47	75	79	85	36	3	8	17	1	50	39	79	97	24	78	19	77	17	72	54	41	100	87	46	89	94	88	59	99	47	67	25	cold	lukewarm	warm	warm	cold	cold	hot	warm	lukewarm	warm	warm	hot	cold	cold	lukewarm	hot	cold	cold	warm	lukewarm	lukewarm	cold	hot	lukewarm	warm	hot	cold	hot	hot	lukewarm	hot	hot	lukewarm	lukewarm	cold	hot	cold	cold	warm	warm	cold	lukewarm	cold	warm	cold	cold	hot	hot	warm	lukewarm	lukewarm	warm	lukewarm	warm	lukewarm	lukewarm	warm	lukewarm	cold	hot	lukewarm	hot	hot	cold	warm	hot	hot	hot	warm	hot	warm	lukewarm	cold	hot	warm	lukewarm	cold	warm	cold	hot	warm	hot	lukewarm	warm	hot	hot	cold	cold	cold	lukewarm	warm	cold	hot	lukewarm	warm	hot	warm	hot	cold	cold
s924	4	27	75	15	20	77	52	24	19	65	93	35	34	53	71	44	85	82	83	17	43	63	27	58	73	76	77	17	45	12	35	75	83	91	96	53	84	16	99	6	55	29	82	47	15	81	87	94	15	26	18	80	22	22	82	26	8	10	59	6	13	2	57	98	27	68	41	28	69	99	33	30	10	59	36	63	16	19	89	0	18	1	91	3	87	86	67	40	60	36	24	50	6	22	94	8	40	92	67	6	warm	cold	hot	hot	cold	warm	hot	hot	cold	hot	warm	cold	cold	lukewarm	cold	hot	lukewarm	hot	warm	hot	hot	cold	warm	cold	warm	warm	warm	lukewarm	lukewarm	cold	cold	warm	lukewarm	lukewarm	lukewarm	hot	cold	cold	cold	lukewarm	lukewarm	cold	cold	warm	hot	hot	warm	lukewarm	hot	cold	hot	hot	lukewarm	warm	warm	hot	warm	lukewarm	hot	lukewarm	cold	hot	lukewarm	lukewarm	hot	hot	cold	warm	lukewarm	cold	cold	lukewarm	cold	cold	warm	hot	warm	hot	hot	lukewarm	lukewarm	lukewarm	cold	lukewarm	lukewarm	cold	lukewarm	warm	cold	hot	lukewarm	warm	cold	hot	cold	warm	hot	lukewarm	cold	warm
s925	51	12	10	15	41	64	12	88	47	17	56	25	80	24	34	53	83	59	11	11	31	16	85	52	46	75	56	42	69	10	7	44	41	42	28	96	46	35	25	26	10	71	76	43	26	0	53	86	20	91	60	81	22	93	81	79	41	15	14	18	30	93	28	39	12	21	45	80	15	46	19	73	56	24	76	48	10	0	70	44	56	52	57	11	42	69	71	100	7	5	17	17	65	42	62	23	23	82	93	98	hot	lukewarm	cold	cold	cold	hot	lukewarm	lukewarm	lukewarm	warm	cold	lukewarm	warm	lukewarm	warm	warm	warm	cold	lukewarm	hot	cold	cold	warm	hot	warm	warm	lukewarm	cold	hot	lukewarm	cold	cold	lukewarm	warm	lukewarm	lukewarm	lukewarm	cold	warm	hot	warm	warm	hot	hot	hot	warm	hot	lukewarm	cold	cold	lukewarm	lukewarm	cold	lukewarm	lukewarm	hot	hot	warm	hot	cold	cold	cold	hot	cold	cold	warm	lukewarm	warm	hot	cold	cold	warm	warm	cold	hot	cold	hot	lukewarm	warm	hot	warm	lukewarm	lukewarm	warm	cold	hot	warm	lukewarm	lukewarm	warm	hot	lukewarm	warm	hot	lukewarm	hot	hot	cold	hot	warm
s926	26	70	37	91	33	86	100	89	33	40	64	55	61	46	12	64	41	61	25	84	72	32	39	13	62	99	95	74	94	72	44	72	48	64	67	31	100	64	74	75	31	62	88	88	53	4	4	100	32	27	25	72	11	79	17	88	4	38	34	11	76	46	38	0	0	13	74	53	87	84	0	62	55	53	33	75	49	71	9	17	41	92	85	60	32	0	47	36	64	11	61	55	23	91	39	33	78	7	10	47	cold	lukewarm	cold	hot	cold	lukewarm	lukewarm	lukewarm	hot	lukewarm	warm	cold	hot	warm	hot	lukewarm	warm	warm	cold	hot	warm	lukewarm	lukewarm	warm	lukewarm	cold	cold	cold	cold	lukewarm	lukewarm	hot	cold	hot	warm	lukewarm	lukewarm	cold	lukewarm	warm	cold	lukewarm	warm	warm	hot	lukewarm	hot	warm	warm	warm	warm	lukewarm	hot	cold	lukewarm	cold	cold	hot	warm	lukewarm	lukewarm	hot	lukewarm	cold	hot	lukewarm	hot	warm	lukewarm	hot	cold	hot	cold	hot	cold	lukewarm	lukewarm	cold	warm	cold	hot	hot	warm	lukewarm	hot	cold	hot	lukewarm	hot	hot	cold	lukewarm	warm	warm	warm	cold	lukewarm	lukewarm	cold	warm
s927	8	24	87	14	10	95	0	91	74	96	2	1	14	72	73	66	64	76	19	5	74	31	77	97	83	71	21	14	74	15	20	23	44	56	5	82	77	25	25	71	48	89	11	93	40	28	24	58	88	51	35	27	64	15	1	38	29	41	4	10	10	68	22	6	84	53	1	20	99	77	100	68	62	98	80	41	33	4	56	47	51	32	49	50	35	82	49	69	100	0	43	16	39	46	20	50	39	50	28	44	cold	lukewarm	cold	hot	hot	lukewarm	warm	hot	warm	lukewarm	lukewarm	cold	lukewarm	warm	hot	cold	lukewarm	cold	warm	hot	lukewarm	warm	hot	cold	cold	hot	hot	warm	cold	cold	warm	hot	hot	hot	warm	warm	lukewarm	warm	cold	warm	lukewarm	lukewarm	hot	hot	lukewarm	cold	cold	cold	cold	cold	warm	lukewarm	warm	lukewarm	cold	hot	lukewarm	warm	hot	hot	warm	cold	warm	warm	cold	lukewarm	lukewarm	hot	lukewarm	hot	warm	lukewarm	cold	hot	hot	warm	lukewarm	cold	lukewarm	warm	cold	warm	lukewarm	warm	warm	hot	cold	warm	hot	warm	warm	lukewarm	warm	warm	hot	lukewarm	warm	hot	warm	hot
s928	43	74	75	14	100	34	62	20	5	32	99	47	24	28	16	39	70	4	90	12	87	81	47	76	48	9	100	54	53	75	19	66	28	22	51	52	45	69	100	57	56	66	46	94	87	93	65	71	74	83	67	27	9	10	76	35	62	34	42	73	29	47	39	99	94	7	23	49	17	70	37	95	7	51	45	28	32	8	79	65	13	39	63	74	80	53	7	45	79	30	69	70	5	45	72	86	66	36	86	87	lukewarm	warm	warm	warm	hot	lukewarm	cold	lukewarm	lukewarm	hot	cold	lukewarm	lukewarm	warm	cold	lukewarm	lukewarm	cold	cold	hot	cold	cold	hot	hot	hot	lukewarm	hot	lukewarm	warm	cold	warm	cold	lukewarm	lukewarm	lukewarm	lukewarm	warm	cold	lukewarm	lukewarm	hot	cold	warm	hot	hot	lukewarm	cold	cold	hot	hot	warm	hot	cold	hot	lukewarm	lukewarm	lukewarm	cold	warm	warm	cold	warm	hot	cold	warm	cold	hot	lukewarm	hot	cold	lukewarm	cold	warm	cold	hot	cold	lukewarm	lukewarm	warm	lukewarm	hot	cold	lukewarm	lukewarm	warm	lukewarm	hot	cold	hot	lukewarm	lukewarm	warm	cold	lukewarm	warm	hot	warm	cold	hot	lukewarm
s929	74	54	36	57	95	42	87	30	12	15	36	88	71	20	32	64	96	7	61	42	27	14	41	42	6	17	24	70	48	78	31	18	87	33	1	97	52	27	33	21	35	65	15	48	46	95	5	24	30	13	93	83	83	80	91	17	12	64	64	54	40	98	22	87	4	67	30	15	48	22	15	64	18	6	20	43	13	100	40	28	45	20	13	41	57	69	44	48	52	23	11	76	47	43	79	12	49	37	42	92	cold	cold	warm	lukewarm	hot	cold	hot	warm	warm	hot	warm	lukewarm	hot	warm	warm	lukewarm	cold	lukewarm	lukewarm	cold	hot	hot	hot	cold	hot	hot	lukewarm	lukewarm	cold	lukewarm	lukewarm	lukewarm	cold	lukewarm	hot	lukewarm	hot	lukewarm	cold	hot	warm	lukewarm	cold	hot	cold	lukewarm	hot	hot	hot	cold	cold	lukewarm	lukewarm	hot	cold	hot	warm	cold	warm	hot	lukewarm	warm	lukewarm	warm	warm	warm	lukewarm	hot	warm	warm	warm	cold	lukewarm	hot	warm	warm	hot	cold	hot	warm	hot	warm	cold	warm	warm	warm	hot	cold	hot	lukewarm	cold	hot	hot	hot	cold	lukewarm	hot	lukewarm	warm	cold
s930	3	26	83	92	27	34	93	84	97	62	25	76	20	27	46	11	60	71	75	81	43	47	64	58	46	81	86	63	37	55	1	28	42	77	76	68	90	87	28	28	0	66	15	37	9	31	12	12	79	13	0	39	96	40	74	42	95	84	84	31	8	24	94	65	66	66	9	29	79	0	83	17	99	75	87	31	66	40	94	71	56	64	15	46	27	30	3	14	34	29	0	42	29	100	65	80	52	71	57	76	lukewarm	hot	lukewarm	cold	hot	lukewarm	warm	hot	warm	cold	hot	warm	cold	hot	lukewarm	cold	lukewarm	lukewarm	cold	lukewarm	cold	warm	hot	warm	warm	hot	cold	lukewarm	lukewarm	cold	warm	lukewarm	warm	warm	hot	hot	warm	warm	hot	lukewarm	lukewarm	warm	hot	hot	lukewarm	lukewarm	lukewarm	cold	hot	warm	cold	hot	warm	lukewarm	lukewarm	lukewarm	warm	hot	warm	warm	hot	hot	cold	cold	cold	lukewarm	lukewarm	cold	hot	warm	hot	hot	hot	warm	hot	cold	hot	cold	lukewarm	cold	lukewarm	hot	warm	cold	lukewarm	warm	cold	warm	cold	hot	lukewarm	cold	hot	hot	lukewarm	lukewarm	cold	warm	warm	warm
s931	49	14	0	99	98	78	57	89	95	100	21	90	39	72	34	93	58	76	28	41	88	3	55	75	82	67	23	61	71	25	45	69	74	70	98	100	37	90	62	40	74	55	69	9	69	58	50	13	53	90	3	94	37	69	59	24	47	5	94	81	85	70	59	27	20	86	26	68	59	12	28	85	37	75	16	63	11	15	4	79	41	19	73	60	33	7	31	56	28	46	6	52	38	85	56	83	39	96	71	49	warm	cold	warm	hot	cold	cold	hot	lukewarm	cold	lukewarm	hot	warm	lukewarm	cold	hot	hot	hot	cold	cold	cold	warm	lukewarm	cold	warm	lukewarm	hot	warm	hot	warm	hot	cold	hot	lukewarm	lukewarm	cold	cold	hot	cold	warm	lukewarm	hot	warm	lukewarm	cold	hot	lukewarm	hot	warm	hot	lukewarm	warm	warm	lukewarm	cold	warm	warm	lukewarm	warm	hot	cold	lukewarm	warm	cold	cold	cold	hot	warm	lukewarm	warm	warm	warm	lukewarm	warm	cold	cold	cold	hot	warm	warm	cold	cold	hot	cold	lukewarm	lukewarm	warm	cold	cold	hot	lukewarm	warm	hot	cold	cold	cold	lukewarm	warm	cold	hot	lukewarm
s932	9	97	33	65	66	12	86	83	1	69	1	16	81	20	38	84	31	17	70	19	45	73	3	68	11	69	11	6	30	76	28	41	95	55	65	3	77	22	14	24	98	17	31	15	40	53	91	31	48	74	31	25	99	86	56	43	32	98	33	60	61	85	97	72	3	6	54	18	60	57	50	79	54	0	61	11	37	32	12	56	4	71	5	82	6	49	67	86	78	92	75	5	100	77	17	46	94	57	31	73	lukewarm	lukewarm	warm	hot	cold	hot	cold	warm	hot	cold	cold	lukewarm	warm	hot	cold	hot	cold	warm	warm	lukewarm	lukewarm	cold	hot	cold	cold	warm	cold	warm	lukewarm	lukewarm	hot	cold	lukewarm	hot	warm	warm	warm	lukewarm	cold	lukewarm	warm	cold	cold	lukewarm	hot	lukewarm	cold	cold	lukewarm	warm	warm	cold	warm	lukewarm	warm	hot	lukewarm	lukewarm	lukewarm	lukewarm	warm	warm	lukewarm	hot	warm	lukewarm	warm	cold	lukewarm	cold	hot	cold	warm	hot	warm	cold	hot	cold	lukewarm	lukewarm	lukewarm	hot	hot	hot	warm	cold	warm	lukewarm	lukewarm	hot	lukewarm	lukewarm	hot	hot	lukewarm	warm	warm	lukewarm	cold	cold
s933	13	77	84	37	26	31	26	2	22	45	69	35	28	64	88	31	18	42	62	94	6	84	97	0	0	69	41	82	31	94	100	27	51	23	12	87	88	91	20	96	56	3	30	86	88	62	39	80	92	6	30	42	90	41	33	70	83	78	52	65	66	96	81	99	70	21	16	73	25	48	92	24	63	11	42	91	71	77	87	35	54	19	81	19	37	96	14	34	95	74	34	95	88	60	47	85	61	91	27	100	hot	warm	lukewarm	warm	warm	warm	warm	hot	lukewarm	lukewarm	cold	lukewarm	warm	cold	warm	cold	warm	lukewarm	cold	hot	lukewarm	warm	cold	lukewarm	lukewarm	hot	warm	hot	cold	hot	lukewarm	cold	hot	cold	hot	cold	cold	hot	hot	cold	cold	warm	hot	lukewarm	lukewarm	cold	warm	warm	cold	lukewarm	warm	cold	hot	cold	cold	hot	warm	cold	hot	hot	hot	hot	cold	hot	warm	cold	lukewarm	hot	cold	hot	cold	lukewarm	lukewarm	cold	warm	cold	warm	cold	hot	cold	warm	hot	cold	warm	cold	cold	lukewarm	lukewarm	hot	warm	lukewarm	lukewarm	lukewarm	hot	lukewarm	warm	lukewarm	warm	warm	cold
s934	91	82	98	98	13	91	85	56	31	95	19	9	89	83	3	23	94	75	30	43	29	35	44	69	7	15	43	95	3	5	67	55	93	9	22	40	1	63	2	20	2	32	47	6	41	84	67	6	63	10	100	1	19	90	26	27	48	4	33	61	72	15	62	35	67	31	24	58	40	48	73	63	43	18	69	3	68	69	77	61	91	24	21	6	1	34	95	45	51	41	78	68	58	40	60	8	87	4	52	29	lukewarm	hot	lukewarm	lukewarm	cold	warm	lukewarm	cold	hot	cold	hot	lukewarm	warm	cold	warm	cold	lukewarm	warm	cold	warm	lukewarm	hot	cold	cold	cold	cold	warm	cold	lukewarm	hot	warm	cold	cold	cold	hot	warm	lukewarm	warm	cold	cold	hot	lukewarm	cold	hot	cold	lukewarm	cold	warm	hot	cold	lukewarm	hot	lukewarm	lukewarm	cold	lukewarm	hot	cold	cold	hot	cold	warm	hot	lukewarm	cold	cold	cold	warm	lukewarm	lukewarm	lukewarm	lukewarm	lukewarm	hot	hot	warm	cold	hot	warm	lukewarm	warm	cold	warm	lukewarm	lukewarm	cold	warm	cold	hot	lukewarm	hot	cold	lukewarm	warm	lukewarm	cold	warm	lukewarm	cold	warm
s935	25	60	39	34	16	94	74	35	41	76	17	79	58	31	63	77	96	37	43	30	53	85	56	48	25	22	93	98	68	11	1	9	8	12	83	6	46	92	93	37	54	48	64	28	14	74	57	32	57	15	19	30	68	30	5	60	8	31	23	51	14	96	96	6	3	24	94	19	36	49	59	37	96	25	67	40	38	19	66	22	76	44	9	92	19	65	73	43	58	55	77	1	77	37	6	16	44	99	6	49	hot	hot	cold	hot	hot	lukewarm	lukewarm	hot	cold	hot	cold	cold	lukewarm	warm	lukewarm	warm	cold	lukewarm	warm	warm	lukewarm	warm	lukewarm	hot	hot	hot	cold	warm	hot	hot	cold	cold	hot	hot	cold	lukewarm	lukewarm	hot	warm	cold	hot	lukewarm	cold	hot	hot	warm	lukewarm	cold	cold	lukewarm	cold	warm	cold	lukewarm	hot	warm	cold	hot	warm	cold	cold	warm	warm	hot	hot	cold	warm	warm	warm	hot	lukewarm	lukewarm	lukewarm	cold	hot	cold	cold	lukewarm	hot	warm	hot	hot	lukewarm	hot	cold	hot	warm	hot	cold	cold	lukewarm	hot	cold	hot	warm	lukewarm	warm	lukewarm	cold	lukewarm
s936	68	44	21	55	15	58	23	72	81	84	10	9	11	77	5	40	98	49	96	76	51	22	35	76	70	64	36	72	17	69	33	72	20	50	56	61	92	66	30	49	74	92	61	92	55	7	21	15	30	3	5	78	97	8	18	67	58	20	43	60	65	80	20	74	16	33	91	20	92	29	99	70	33	99	92	56	93	57	44	49	1	58	29	33	30	21	3	54	37	24	93	29	60	25	47	23	38	41	4	73	hot	warm	warm	hot	cold	lukewarm	warm	warm	lukewarm	cold	hot	lukewarm	cold	cold	hot	cold	lukewarm	warm	cold	lukewarm	lukewarm	cold	hot	hot	warm	cold	warm	lukewarm	hot	lukewarm	hot	lukewarm	hot	lukewarm	cold	cold	lukewarm	cold	cold	lukewarm	hot	cold	hot	cold	lukewarm	lukewarm	cold	hot	lukewarm	lukewarm	lukewarm	lukewarm	warm	cold	cold	lukewarm	lukewarm	cold	warm	cold	warm	cold	cold	hot	cold	lukewarm	lukewarm	hot	cold	warm	hot	warm	lukewarm	hot	warm	warm	warm	warm	hot	cold	hot	cold	lukewarm	warm	hot	hot	lukewarm	hot	hot	warm	cold	lukewarm	hot	lukewarm	warm	warm	cold	lukewarm	hot	cold
s937	32	74	5	35	75	4	78	34	85	35	40	22	94	61	4	89	16	89	79	100	36	60	70	24	73	51	54	98	64	73	95	40	48	55	33	54	60	13	23	62	41	14	47	20	50	27	100	66	76	68	16	54	83	4	47	66	41	80	56	78	39	53	62	98	66	12	45	21	36	84	90	37	85	47	30	92	65	36	88	32	2	5	15	34	93	40	77	29	36	19	10	80	21	21	60	75	29	59	71	46	cold	lukewarm	warm	hot	warm	hot	lukewarm	cold	hot	warm	lukewarm	cold	lukewarm	hot	hot	warm	hot	warm	warm	cold	cold	cold	cold	warm	cold	warm	lukewarm	warm	warm	cold	warm	warm	warm	lukewarm	hot	hot	warm	cold	cold	lukewarm	lukewarm	warm	hot	cold	warm	lukewarm	warm	lukewarm	cold	lukewarm	warm	warm	cold	warm	warm	hot	cold	cold	warm	cold	lukewarm	warm	hot	warm	lukewarm	hot	warm	lukewarm	warm	warm	hot	lukewarm	warm	lukewarm	cold	lukewarm	hot	hot	warm	cold	warm	lukewarm	warm	warm	hot	warm	lukewarm	warm	warm	lukewarm	warm	warm	cold	cold	warm	hot	warm	cold	lukewarm	hot
